00247957-e4b6-4750-97dc-6768e47b898d;2019-02-06 13:35:57bad;2019-02-06 13:36:15bad;38.89685,38.89685,38.89684333333333,38.896835,38.896835,38.896835,38.89680166666667,38.89680166666667,38.89680166666667;-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333,-77.02729833333333
001e48df-3306-4660-8936-c1571bbdd4bc;2019-02-25 22:20:54bad;2019-02-25 22:20:54bad;38.907623333333326;-77.063385
